Financial Loss (in Million $),Number of Affected Users,Incident Resolution Time (in Hours),Attack Type_Malware,Attack Type_Man-in-the-Middle,Attack Type_Phishing,Attack Type_Ransomware,Attack Type_SQL Injection,Target Industry_Education,Target Industry_Government,Target Industry_Healthcare,Target Industry_IT,Target Industry_Retail,Target Industry_Telecommunications,Attack Source_Insider,Attack Source_Nation-state,Attack Source_Unknown,Security Vulnerability Type_Unpatched Software,Security Vulnerability Type_Weak Passwords,Security Vulnerability Type_Zero-day,Defense Mechanism Used_Antivirus,Defense Mechanism Used_Encryption,Defense Mechanism Used_Firewall,Defense Mechanism Used_VPN
0.4930143733038496,0.9204742541865533,0.5915492957746479,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0.17308272188159615,0.2614432787469314,0.14084507042253522,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.766006633832546,0.24597507433364926,0.4084507042253521,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0.20022112775153286,0.18587065194438412,0.4366197183098592,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0.5160317619861293,0.6991346172129811,0.4084507042253521,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.5081917780681476,0.6286339922198615,0.7183098591549296,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0.5280932757061012,0.5705201403907684,0.7323943661971831,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.25801588099306466,0.9379690575864358,0.323943661971831,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.8726505176399638,0.5998062471289848,0.11267605633802817,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0.8262136898180723,0.9050951200497193,0.8450704225352113,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.6607699266257916,0.6789877213121153,0.14084507042253522,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1797165544275807,0.246670623121643,0.46478873239436624,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.42707809830133686,0.08489798450977822,0.8450704225352113,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
0.9847220826213691,0.9728125491012409,0.28169014084507044,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0.14081817268067146,0.11344250613734237,0.36619718309859156,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0.17338425972459545,0.7396996230025491,0.4225352112676057,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.1940898582772138,0.7229343952378428,0.971830985915493,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0.8244044627600764,0.21411693826429054,0.15492957746478872,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0.3219419037089155,0.23507547454941952,0.8591549295774649,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0.9697457030857374,0.14049885359548686,0.9859154929577465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.9638154588400846,0.2381198765826237,0.02816901408450704,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.9809026032767113,0.827204664480275,0.7887323943661972,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.3947130364860791,0.757867957818719,0.9577464788732395,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.7399738667202735,0.40300196855318854,0.8873239436619719,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.9292391195094986,0.9432101928421526,0.25352112676056343,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0.19931651422253494,0.7951093412702623,0.49295774647887325,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.2696753442557041,0.4812487052284253,0.9014084507042254,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.2061513719971857,0.6027435646725267,0.3943661971830986,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.13227460046235806,0.4554643613811298,0.5492957746478874,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0.7572620363855664,0.383273402714742,0.4225352112676057,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5949341642376118,0.1132773758495453,0.971830985915493,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0.21328776761483567,0.9847639787792569,0.22535211267605634,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0.8551613227460046,0.01681826961472602,0.4084507042253521,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.7499246155392503,0.5813376754259111,0.7042253521126761,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.10352799276309178,0.7996809482681837,0.3098591549295775,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.8620966931349885,0.898940263868192,0.1267605633802817,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.669414011458438,0.6989794948214141,0.7887323943661972,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
0.7631922806312194,0.30397783851458804,0.7746478873239437,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0.43119911548899387,0.19135197670962392,0.9014084507042254,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.9329580862398231,0.0928342462202678,0.18309859154929578,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0.35279927630917685,0.04032581706966797,0.323943661971831,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0.42446477032867624,0.31039490157734456,0.9014084507042254,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0.7324354206452911,0.4756703038697533,0.7183098591549296,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.7305256809729622,0.40395472027429646,0.4366197183098592,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0.7221831339833149,0.13240646870380732,0.7605633802816901,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8762689717559555,0.3362172754303146,0.14084507042253522,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.6700170871444366,0.5664599368902064,0.8732394366197184,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0.8335511106643886,0.313454315454894,0.2112676056338028,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0.2830435219620063,0.9963661328788415,0.3802816901408451,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.5481957985727209,0.8718639006175873,0.3943661971830986,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0.432304754246658,0.9409744288243425,0.5633802816901409,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
0.20333701879585891,0.29701934826578175,0.9154929577464789,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0.7808825007538447,0.027919028113181303,0.8732394366197184,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.2866619760779978,0.45671935156838755,0.1267605633802817,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0.8750628203839583,0.9333404055800026,0.33802816901408456,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.24273796361443364,0.2212625761726002,0.7746478873239437,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.17469092371092573,0.016173761097505932,0.15492957746478872,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.2061513719971857,0.7879496923072304,0.11267605633802817,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0.6005628706402654,0.6626158038692529,0.5492957746478874,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.06161423258618958,0.27430142382339673,0.26760563380281693,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.05327168559654237,0.5086263061555567,0.9154929577464789,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.7011759975876973,0.7404171891622491,0.971830985915493,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0.6189566790632225,0.9698452078690087,0.056338028169014086,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.9015981505678964,0.7796851716003927,0.7464788732394366,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.4389385867926425,0.6052195181998598,0.36619718309859156,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0.5496029751733843,0.2747387688886532,0.9154929577464789,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.4102924917077094,0.6451820486363742,0.49295774647887325,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0.32586189566790635,0.15737817137721663,0.943661971830986,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
0.14735149261232286,0.15673366285999654,0.9577464788732395,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.6231782088652127,0.5506664758494453,0.04225352112676056,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.6876067946527289,0.6341243240917084,0.9154929577464789,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0.811739873354106,0.5475029798511025,0.02816901408450704,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.5810634234596442,0.48765475960532867,0.5633802816901409,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0.8860186953462661,0.42697988713094637,0.5774647887323944,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
0.010151774047642982,0.9552316777937794,0.7605633802816901,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.48979796964519046,0.12827120598151942,0.7323943661971831,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.8446074982410293,0.18915524348711135,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0.9059201929842196,0.6033790660831396,0.19718309859154928,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.8016886119207962,0.27638706939775487,0.49295774647887325,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.22484671826314206,0.9756277703107753,0.676056338028169,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0.23409387878178714,0.4867700615785856,0.14084507042253522,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
0.35109056186551413,0.9698582181341079,0.33802816901408456,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0.7465071866519248,0.1512943712589233,0.23943661971830985,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.6649914564277817,0.7497125231807897,0.4084507042253521,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.7802794250678461,0.07137531512363254,0.47887323943661975,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.10945823700874462,0.970025350001151,0.5633802816901409,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0.877877173585285,0.84274692732566,0.25352112676056343,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
0.09729621067443965,0.9341960807076785,0.5633802816901409,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0.039400944818574736,0.393634577681791,0.1267605633802817,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.7687204744195397,0.7086841517957669,0.5070422535211268,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.7311287566589607,0.136445655622286,0.5633802816901409,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0.07649009950748818,0.7381163738189432,0.47887323943661975,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0.2316815760377928,0.10854764409118796,0.7042253521126761,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0.927630917680169,0.28511195333117834,0.7605633802816901,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.7097195698060107,0.9622031783076849,0.7887323943661972,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
0.5713136998693337,0.4716911643286554,0.3943661971830986,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.811739873354106,0.9942634738808921,0.33802816901408456,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0.06854960297517339,0.17887313090028034,0.46478873239436624,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.5605588501356921,0.6992567135469886,0.33802816901408456,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
0.8368680269373808,0.9212858945708164,0.323943661971831,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.8557643984320034,0.87605720913801,0.49295774647887325,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0.6120213086742387,0.4151775751067593,0.5492957746478874,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.41853452608302344,0.222044192868173,0.5211267605633804,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.9438134485877979,0.3569496332606427,0.9859154929577465,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
0.8461151874560259,0.7084259480730296,0.7464788732394366,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.9330585988541563,0.5175943819673723,0.47887323943661975,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.7031862498743592,0.3686698805357428,0.3098591549295775,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.4845713136998694,0.4210992473061246,0.8591549295774649,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
0.6888129460247262,0.2819374486469825,0.5070422535211268,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0.4893959191878581,0.11721147985760766,0.295774647887324,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.2683686802693738,0.5369246335358598,0.8591549295774649,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.6390592019298422,0.2378316491711961,0.8450704225352113,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
0.3815458840084431,0.03942110325046463,0.4366197183098592,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
0.8080209066237813,0.268744039046808,0.647887323943662,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0.1533822494723088,0.0,0.8028169014084507,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0.8215901095587497,0.9833208401428728,0.8873239436619719,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
0.8264147150467385,0.21945214774457047,0.4507042253521127,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.18554628605890042,0.5309419131694908,0.15492957746478872,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0.5316112172077596,0.5761405749136068,0.5070422535211268,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.4864810533721982,0.1768695500750092,0.943661971830986,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
0.6057895265855866,0.21192020504177797,0.014084507042253521,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.9120514624585386,0.008369603617254015,0.7605633802816901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.41069454216504175,0.29153301955242694,0.4225352112676057,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.7807819881395116,0.9880075379474406,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.15740275404563275,0.2360462404837417,0.5211267605633804,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0.15207558548597852,0.2095943699578968,0.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0.35973464669816063,0.755793320930214,0.6901408450704226,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
0.6122223339029048,0.6949683300123798,0.5915492957746479,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
0.5349281334807519,0.7960350716715489,0.8450704225352113,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.169866318222937,0.3420989160447594,0.295774647887324,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0.7582671625288975,0.6387729918906018,0.47887323943661975,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0.5568398834053674,0.6186801386293787,0.7042253521126761,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.565483968238014,0.7746131697909652,0.28169014084507044,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.7613830535732236,0.9009478478519553,0.8873239436619719,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.7511307669112475,0.1413144971382421,0.8873239436619719,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
0.0344758267162529,0.8460285164995182,0.9577464788732395,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
0.9941702683686804,0.11971845786325412,0.15492957746478872,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0.32556035782490705,0.8952173264705854,0.4225352112676057,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.2126846919288371,0.277349829015093,0.619718309859155,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0.8579756759473315,0.46095169088410765,0.5211267605633804,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.8013870740777969,0.5993398791646609,0.7605633802816901,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0.3158106342345965,0.16330684910394302,0.35211267605633806,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.3872751030254297,0.9865503882563343,0.14084507042253522,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.9903507890240226,0.3488592499482092,0.26760563380281693,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0.2472610312594231,0.5596845911424114,0.9577464788732395,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
0.6711227259021008,0.3354686847923012,0.26760563380281693,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0.2954065735249774,0.3852429566928307,0.295774647887324,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0.15499045130163838,0.946115485117758,0.4366197183098592,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0.959191878580762,0.595996241034176,0.14084507042253522,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.12172077595738266,0.7568951903051508,0.19718309859154928,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0.3962207257010755,0.5944690360694588,0.7464788732394366,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.18956679063222437,0.4577271467187612,0.5352112676056339,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.7032867624886924,0.5493464343366917,0.8732394366197184,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0.5311086541360942,0.7148209937640799,0.46478873239436624,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
0.8407880188963717,0.8499916434066479,0.7042253521126761,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.2727912353000302,0.8264840959517059,0.6901408450704226,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.08553623479746708,0.6176062913638861,0.5915492957746479,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
0.08623982309779878,0.8957897781349485,0.7183098591549296,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.6774550206050861,0.0018104284280297156,0.619718309859155,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.7098200824203439,0.07641228929625475,0.5774647887323944,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0.056086038797869144,0.17497505531864643,0.8873239436619719,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0.9081314704995477,0.7465340153381018,0.4084507042253521,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0.772137903306865,0.5637267804297591,0.47887323943661975,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0.11569001909739673,0.2547570032755845,0.8028169014084507,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0.0004020504573323952,0.8698363008413639,0.2112676056338028,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0.953161121720776,0.28239681108394526,0.28169014084507044,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0.6258920494522063,0.4225323780462786,0.7605633802816901,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.8298321439340638,0.9380331081223086,0.7746478873239437,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
0.715046738365665,0.41598120917403836,0.5352112676056339,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
0.4741180018092271,0.11197735012925199,0.8732394366197184,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.7962609307468088,0.8001783407108208,0.8732394366197184,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
0.4684892954065736,0.6907159749041994,0.9859154929577465,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.6954467785707107,0.713557997259838,0.971830985915493,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.8122424364257715,0.70749921688212,0.5211267605633804,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
